web-scraper-order,web-scraper-start-url,as24_a1,as24_a1-href,title_raw,short_description_raw,price_raw,car_data_raw,first_release_raw,mileage_raw,transmission_raw,drive_raw,cartype_raw,fuel_raw,ps_raw,fuel_consumption_raw,motor_vehicle_inspection_raw,accidentcar_raw,garantie_raw,car_description_raw,equipment_raw,seller_raw,selleraddress_raw,sellerwebsite_raw,seller_phonenumber_raw
"1733582200-79","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=7","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11892413","AUDI A1 Sportback 30 TFSI S Line Attraction","AUDI TEAM, AMAG ZUG, 041 748 57 95, Für Besichtigung bitte Termin vereinbaren","CHF 41'730.–","09.2024","09.2024","4'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","[Z70E] chronosgrau-mythosschwarz
[4ZP] Optikpaket schwarz plus","AusstattungenOptionale AusstattungAssist: Audi pre sense basicAssist: RückfahrkameraAssist: SpurwechselwarnungAudi drive selectDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Arrow down iconMehr anzeigen","AMAG Audi Center Zug","Alte Steinhauserstrasse 1, 6330 Cham","http://www.zug.amag.ch","Geschäft 041 748 57 57"
"1733582202-80","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=7","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11910349","AUDI A1 Sportback 30 TFSI S Line Attraction","AUDI TEAM, AMAG ZUG, 041 748 57 95, Für Besichtigung bitte Termin vereinbaren","CHF 37'600.–","10.2024","10.2024","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","[N80E] tausilber-mythosschwarz
[A41] Audi Swiss Service Package+
[GB1] LTE-Unterstützung für Audi phone box
[4ZP] Optikpaket schwarz plus
[9ZE] Audi Phone Box
[3GD] Gepäckraumpaket","AusstattungenOptionale AusstattungAssist: Audi pre sense basicAssist: RückfahrkameraAssist: SpurwechselwarnungAudi drive selectDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Arrow down iconMehr anzeigen","AMAG Audi Center Zug","Alte Steinhauserstrasse 1, 6330 Cham","http://www.zug.amag.ch","Geschäft 041 748 57 57"
"1733582207-81","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=6","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11936111","AUDI A1 Sportback 30 TFSI S Line Attraction","AUDI TEAM, AMAG ZUG, 041 748 57 95, Für Besichtigung bitte Termin vereinbaren","CHF 37'600.–","10.2024","10.2024","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","[9ZE] Audi Phone Box
[N80E] tausilber-mythosschwarz
[4ZP] Optikpaket schwarz plus","AusstattungenOptionale AusstattungAssist: Audi pre sense basicAssist: RückfahrkameraAssist: SpurwechselwarnungAudi drive selectDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Arrow down iconMehr anzeigen","AMAG Audi Center Zug","Alte Steinhauserstrasse 1, 6330 Cham","http://www.zug.amag.ch","Geschäft 041 748 57 57"
"1733582209-82","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=6","","https://www.autoscout24.ch/de/d/audi-a1-allstreet-35-tfsi-s-tronic-10011252","AUDI A1 allstreet 35 TFSI S-tronic","Navi, Assistenzpaket, Rückfahrkamera, Komfortschlüssel, Komfortklima","CHF 33'300.–","09.2023","09.2023","22'500 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","150 PS (110 kW)","7.1 l/100 km","Ja","08.09.2023","Ja","","AusstattungenOptionale AusstattungAssist: RückfahrkameraDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Media: Audi Phone BoxMedia: Audi connect Navigation & Infotainment plus - 3 JahreMittelarmlehne vornePaket: AssistenzpaketArrow down iconMehr anzeigen","Furrer Auto Lachen AG","Glärnischstrasse 17, 8853 Lachen","http://www.furrerauto.ch","Geschäft 055 451 13 60"
"1733582212-83","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=6","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11222231","AUDI A1 Sportback 30 TFSI S Line Attraction","Dynamikpaket, S-line, LED Scheinwerfer und vieles mehr!","CHF 43'100.–","Neues Fahrzeug","Neues Fahrzeug","28 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","6.1 l/100 km","Ja","Nein","Ja","[1X1X] pfeilgrau-pfeilgrau
[F41] Aluräder 7.5J x 18, 5-Y-Design, schwarz, glanzgedreht, Reifen 215/40 R18","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: Kamerabasierte VerkehrszeichenerkennungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Arrow down iconMehr anzeigen","Furrer Auto Lachen AG","Glärnischstrasse 17, 8853 Lachen","http://www.furrerauto.ch","Geschäft 055 451 13 60"
"1733582214-84","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=6","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11892498","AUDI A1 Sportback 30 TFSI S Line Attraction","Frecher Audi A1 s-line mit MMI Navi plus, Dynamikpaket, ACC und 2.99% Leasing!","CHF 41'200.–","Neues Fahrzeug","Neues Fahrzeug","28 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","[9ZE] Audi Phone Box","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Dachkuppel in KontrastfarbeLackierung: Metallic-LackierungArrow down iconMehr anzeigen","Furrer Auto Lachen AG","Glärnischstrasse 17, 8853 Lachen","http://www.furrerauto.ch","Geschäft 055 451 13 60"
"1733582216-85","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=6","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11894694","AUDI A1 Sportback 30 TFSI S Line Attraction","S-Line Attraction  / S-Line Plus / Dynamikpaket / SONOS / Assit. Pro / Navi plus","CHF 41'900.–","Neues Fahrzeug","Neues Fahrzeug","28 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","[9ZE] Audi Phone Box

2.99% Leasing! / zusätzlicher Flottenrabatt möglich!","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plus und SchaltwippenMedia: SONOS Premium SoundsystemArrow down iconMehr anzeigen","Furrer Auto Lachen AG","Glärnischstrasse 17, 8853 Lachen","http://www.furrerauto.ch","Geschäft 055 451 13 60"
"1733582218-86","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=6","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11894698","AUDI A1 Sportback 30 TFSI Attraction","Navi, ACC, Spurführung, Rückfahrkamera, Schwarzoptik","CHF 36'200.–","Neues Fahrzeug","Neues Fahrzeug","28 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.6 l/100 km","Ja","Nein","Ja","[PNA] MMI Navigationssystem plus mit MMI touch","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraAssist: SpurwechselwarnungDekor: Aluminiumoptik im InterieurGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Metallic-LackierungLenkrad: Sportkontur-Lederlenkrad im 3-Speichen-DesignLicht: Fernlicht-AssistentArrow down iconMehr anzeigen","Furrer Auto Lachen AG","Glärnischstrasse 17, 8853 Lachen","http://www.furrerauto.ch","Geschäft 055 451 13 60"
"1733582221-87","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=6","","https://www.autoscout24.ch/de/d/audi-a1-allstreet-30-tfsi-s-tronic-10937757","AUDI A1 allstreet 30 TFSI S-tronic","CH-AUsführung / 10 Jahre 100 000 km Gratis Service","CHF 29'190.–","10.2023","10.2023","12'500 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","6.4 l/100 km","Nein","Nein","Ja","[EL5] Audi connect Remote & Control (MMI Navigation Plus)
[IT4] Audi connect Navigation & Infotainment (3 Jahre)
[2Y0E] gletscherweiss-mythosschwarz
[A41] Audi Swiss Service Package+

inkl. ...","AusstattungenOptionale AusstattungAssist: GeschwindigkeitsregelanlageAudi virtual cockpitAussenspiegel elektrisch einstell-, beheiz- und anklappbarDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurDekor: Interieurelemente in KunstlederInnenspiegel automatisch abblendbarLackierung: Dachkuppel in KontrastfarbeLenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plusLicht: Fernlicht-AssistentArrow down iconMehr anzeigen","AMAG Rheinfelden","Zürcherstrasse 34, 4310 Rheinfelden","https://www.amag.ch/de/garagenuebersicht/garage-rheinfelden.html","Geschäft 061 833 35 35"
"1733582223-88","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=6","","https://www.autoscout24.ch/de/d/audi-a1-sportback-40-tfsi-s-line-11452055","AUDI A1 Sportback 40 TFSI S Line","Paket Technik / Paket Infotainment / Interuer S Line / Rückfahrkamera","CHF 39'990.–","06.2024","06.2024","2'500 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","207 PS (152 kW)","6.6 l/100 km","Nein","Nein","Ja","[EA8] Anschlussgarantie 4. und 5. Jahr, max. 100'000 km, (netto)
[0E0E] mythosschwarz-mythosschwarz

Ablieferungspauschale CHF 620.- Waxoyl CHF 390.- Fahrzeug hat Haltefrist von 2 Monate / Auslieferung ...","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: GeschwindigkeitsregelanlageAssist: Kamerabasierte VerkehrszeichenerkennungAssist: RückfahrkameraAssist: SpurwechselwarnungAudi virtual cockpitAussenspiegel elektrisch einstell-, beheiz- und anklappbarDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugArrow down iconMehr anzeigen","AMAG Horgen","Im Schnegg 1, 8810 Horgen","https://www.amag.ch/de/garagenuebersicht/garage-horgen.html","Geschäft 044 727 40 40"
"1733582225-89","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=6","","https://www.autoscout24.ch/de/d/audi-a1-sportback-35-tfsi-s-line-11695053","AUDI A1 Sportback 35 TFSI S Line","","CHF 48'900.–","07.2024","07.2024","30 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","150 PS (110 kW)","5.7 l/100 km","Ja","Nein","Ja","[EA5] Anschlussgarantie 4. Jahr, max. 80'000 km, (netto)
[9ZE] Audi Phone Box
[4ZP] Optikpaket schwarz plus
[0E0E] mythosschwarz-mythosschwarz
[WK0] Paket Infotainment
[IT3] Audi connect ...","AusstattungenOptionale AusstattungAssist: Audi pre sense basicAssist: RückfahrkameraAssist: SpurwechselwarnungAudi drive selectDachhimmel in Stoff schwarzDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vorneArrow down iconMehr anzeigen","Audi Center AMAG Zürich","Giessenstrasse 4, 8600 Dübendorf","http://www.autowelt.amag.ch","Geschäft 044 325 49 00"
"1733582228-90","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=6","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11701455","AUDI A1 Sportback 30 TFSI Attraction","AMAG/CH-Fahrzeug / GRATIS-Service / 5 Jahre Garantie! SUPER-NETTO-PREIS!","CHF 32'999.–","08.2024","08.2024","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","AMAG-Nr. 827596 (CODE 33)","AusstattungenOptionale AusstattungAssist: ParkassistentAssist: RückfahrkameraAssist: SpurwechselwarnungAudi drive selectGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Metallic-LackierungMittelarmlehne vornePaket: AblagepaketArrow down iconMehr anzeigen","AMAG Winterthur","Zürcherstrasse 240, 8406 Winterthur-Töss","http://www.winterthur.amag.ch","Geschäft 052 208 31 31"
"1733582230-91","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=6","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11702544","AUDI A1 Sportback 30 TFSI Attraction","Assistenzpaket Pro / Rückfahrkamera / LED Scheinwerfer / Sitzheizung","CHF 26'990.–","07.2024","07.2024","2'500 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.6 l/100 km","Nein","Nein","Ja","[EA8] Anschlussgarantie 4. und 5. Jahr, max. 100'000 km, (netto)

Ablieferungspauschale CHF 520.- Waxoyl CHF 390.-","AusstattungenOptionale AusstattungAssist: RückfahrkameraEntfall Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikMittelarmlehne vornePaket: AssistenzpaketRäder: Aluminium-Gussräder - 16 Zoll - im 10-Speichen-DesignSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerArrow down iconMehr anzeigen","AMAG Horgen","Im Schnegg 1, 8810 Horgen","https://www.amag.ch/de/garagenuebersicht/garage-horgen.html","Geschäft 044 727 40 40"
"1733582232-92","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=6","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11718339","AUDI A1 Sportback 30 TFSI Attraction","Paket ""Technik "" / Paket ""Infotainment"" / LED-Scheinwerfer / Audi Sound / etc.","CHF 28'900.–","06.2024","06.2024","2'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","5.5 l/100 km","Ja","Nein","Ja","Audi Swiss Service Package 3 Jahre  / 100'000 km Reparatur - Service bis 100'000 km / 10 Jahre","AusstattungenOptionale AusstattungEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 4 Jahre oder 80'000 km (ab 1. Inv.)Mittelarmlehne vornePaket: GepäckraumpaketSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerAirbag: Seitenairbags vorneAirbag: Window-KopfairbagsArrow down iconMehr anzeigen","Audi Center Zürich Altstetten","Rautistrasse 23, 8048 Zürich","https://www.amag.ch/de/garagenuebersicht/audi-center-zuerich-altstetten.html","Geschäft 044 405 68 68"
"1733582235-93","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=6","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11864605","AUDI A1 Sportback 30 TFSI S Line Attraction","2,99% Aktionsleasing/ CH Fahrzeug / 5 Jahr Werksgarantie/ Swiss Service Package","CHF 40'500.–","Neues Fahrzeug","Neues Fahrzeug","11 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","*exkl. Ablieferpauschale*","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Dachkuppel in KontrastfarbeArrow down iconMehr anzeigen","Christen Automobile AG","Umfahrungsstrasse 25/27, 6467 Schattdorf","http://www.christen-automobile.ch","Geschäft 041 871 33 08"
"1733582237-94","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=6","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11957751","AUDI A1 Sportback 30 TFSI S Line Attraction","CH-Ausführung/ Gratisservice/ ACC-PLUS/ Kamera/ LED/ Virtual/ S-Line/ uvm.","CHF 38'350.–","10.2024","10.2024","580 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","Audi steht für sportliche Fahrzeuge, hochwertige Verarbeitung und progressives Design – für „Vorsprung durch Technik“. Der Audi Konzern ist einer der erfolgreichsten Hersteller von Automobilen im Premiumsegment ...","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Dachkuppel in KontrastfarbeMittelarmlehne vornePaket: AblagepaketArrow down iconMehr anzeigen","AMAG Sursee","Neuweidstrasse 1, 6208 Oberkirch","https://www.amag.ch/de/garagenuebersicht/garage-sursee.html","Geschäft 041 926 80 40"
"1733582240-95","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=6","","https://www.autoscout24.ch/de/d/audi-a1-sportback-40-tfsi-s-line-11870331","AUDI A1 Sportback 40 TFSI S Line","**Fahrzeug wird im Kundenauftrag verkauft**Bitte um telefonische Voranmeldung für eine Besichtigung**831044","CHF 47'900.–","03.2024","03.2024","7'000 km","Halbautomatisches Getriebe","Vorderradantrieb","Kleinwagen","Benzin","207 PS (152 kW)","-","Nein","05.04.2024","Ja","","AusstattungenOptionale AusstattungAssist: Adaptiver GeschwindigkeitsassistentAssist: Audi pre sense basicAssist: Einparkhilfe plusAssist: Kamerabasierte VerkehrszeichenerkennungAssist: RückfahrkameraAssist: SpurwechselwarnungDekor: Aluminiumoptik im InterieurDekor: Interieurelemente in KunstlederKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Arrow down iconMehr anzeigen","Amag Utoquai","Utoquai, 8008 Zürich","https://www.amag.ch/de/garagenuebersicht/garage-zuerich-utoquai.html","Geschäft 044 269 51 51"
"1733582242-96","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=6","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-11932931","AUDI A1 Sportback 30 TFSI S Line","5 J. Werksgarantie","CHF 27'666.–","09.2023","09.2023","7'900 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","-","Ja","09.09.2024","Ja","41 B / 162.851.111","AusstattungenOptionale AusstattungAssist: GeschwindigkeitsregelanlageAudi virtual cockpitAussenspiegel elektrisch einstell-, beheiz- und anklappbarBordwerkzeug und WagenheberEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugInnenspiegel automatisch abblendbarKlima: 2-Zonen-KomfortklimaautomatikLenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plusLicht: Fernlicht-AssistentLicht: LED-Scheinwerfer und LED-Heckleuchten mit dynamischem BlinklichtArrow down iconMehr anzeigen","AMAG Automobil und Motoren AG","Zugerstrasse 2, 6340 Sihlbrugg","https://www.amag.ch/de/garagenuebersicht/occasions-center-sihlbrugg.html","Geschäft 041 748 67 48"
"1733582244-97","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=6","","https://www.autoscout24.ch/de/d/audi-a1-sportback-14-tfsi-ambition-11943028","AUDI A1 Sportback 1.4 TFSI Ambition","Topgepflegt, Frisch ab Service & MFK, Navigation, Bluetooth, Xenon Lichter, Tagfahrlicht, 8-fach bereift, Garantie","CHF 13'800.–","11.2014","11.2014","85'000 km","Halbautomatisches Getriebe","Vorderradantrieb","Kleinwagen","Benzin","140 PS (103 kW)","4.9 l/100 km","Ja","08.03.2024","Ja","Topgepflegt, Frisch ab Service, ab MFK, Navigation, Bluetooth, Xenon Lichter, Tagfahrlicht, 8-fach bereift, 12 Monate Garantie , ...","AusstattungenOptionale AusstattungAussenspiegel rechts und links elektr.Connectivity PaketMedia: Audi music interfaceMedia: Bluetooth-SchnittstelleVorbereitung NavigationssystemLED InnenlichtpaketLeichtmetallräder im 5-DoppelspeichenLicht-, Regensensor, FernlichtassistentLicht: LED HeckleuchtenMetallic-LackierungNavigationssystem plus mit MMIPaket ProlineMedia style PaketMultifunktions-SportlederlenkradSitze: Vordersitze heizbarXenon Plus-Lichtanlage inkl. LEDPark Distance Control hintenArrow down iconMehr anzeigen","Satcom Autodiscount","Buchserstrasse 27, 8108 Dällikon/ZH","http://www.satcomm.ch","Geschäft 079 339 78 00"
