web-scraper-order,web-scraper-start-url,as24_a1,as24_a1-href,title_raw,short_description_raw,price_raw,car_data_raw,first_release_raw,mileage_raw,transmission_raw,drive_raw,cartype_raw,fuel_raw,ps_raw,fuel_consumption_raw,motor_vehicle_inspection_raw,accidentcar_raw,guarantee_raw,car_description_raw,equipment_raw,seller_raw,selleraddress_raw,sellerwebsite_raw,seller_phonenumber_raw
1734007218-139,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=13,,https://www.autoscout24.ch/de/d/audi-a4-avant-40-tdi-s-line-attraction-quattro-s-tronic-s-line-competition-11868317,AUDI A4 Avant 40 TDI S line Attraction quattro S-tronic S-LINE COMPETITION,"CH.FZ. S-LINE COMPETITION. S-SPORTSITZE. PANORAMA. 19"" AUDI SPORT. B & O SOUND. 360° KAMAERA. MATRIX-LED. MASSAGESITZE",CHF 49'900.–,Calendar icon04.2023Car iconKombiRoad icon18'800 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon204 PS (150 kW)Drive type iconAllradConsumption icon-,04.2023,18'800 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,204 PS (150 kW),-,Ja,Nein,Ja,"- CH-Fahrzeug
- Fortlaufende Werksgarantie bis 04.2026
- Gratis Service: 10 Jahre oder 100`000 Km. ( ab 1. Inv. )
- Aussenfarbe: Daytonagrau perleffekt

- S-Line COMPETITION
- ...","AusstattungenOptionale AusstattungAnhängevorrichtungAssist: AnfahrassistentAssist: SpurverlassenswarnungAssist: Spurverlassenswarnung inkl. Audi pre sense rearAudi pre sense basicAudi virtual cockpit plusAussenspiegel rechts und links beheizt, elektrisch verstell-/ und einklappbar mit MemoryAussenspiegelgehäuse in Schwarz glänzendDekor: Akzentflächen Glasoptik schwarzDekor: Dekoreinlagen in Aluminium matt gebürstetArrow down iconMehr anzeigen",AutoCenter Spreitenbach GmbH,"Güterstr. 11, 8957 Spreitenbach",,Geschäft 056 401 50 56
1734007221-140,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=13,,https://www.autoscout24.ch/de/d/audi-a4-avant-40-tdi-s-line-attraction-quattro-s-tronic-s-line-copmpetition-plus-11868421,AUDI A4 Avant 40 TDI S line Attraction quattro S-tronic S-LINE COPMPETITION PLUS,"CH.FZ. AUS .1HAND. S-LINE COMPETITION PLUS. S-SPORTSITZE. PANORAMA. 19"" AUDI SPORT. B & O SOUND. MASSAGESITZE. FEINNAPPA",CHF 45'900.–,Calendar icon10.2022Car iconKombiRoad icon36'600 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon204 PS (150 kW)Drive type iconAllradConsumption icon6.6 l/100 kmE,10.2022,36'600 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,204 PS (150 kW),6.6 l/100 km,Ja,Nein,Ja,"- CH-Fahrzeug
- Werksgarantie bis 10.2026/ 80`000km. oder bis 10.2025/ 100`000Km.
- Gratis Service: 10 Jahre oder 100`000 Km. ( ab 1. Inv. )
- Aussenfarbe: Daytonagrau perleffekt

- ...","AusstattungenOptionale AusstattungAdBlue-Tank 8 mit erhöhtem Füllvolumen (24 l)Assist: Audi active lane assist mit kamerabasierter VerkehrszeichenerkennungAssist: Geschwindigkeitsregelanlage inklusive GeschwindigkeitsbegrenzerAssist: Kamerabasierte VerkehrszeichenerkennungAssist: Spurverlassenswarnung inkl. Audi pre sense rearAudi pre sense basicAussenspiegel rechts und links beheizt, elektrisch verstell-/ und einklappbar mit MemoryDachhimmel schwarzDekor: Akzentflächen Glasoptik schwarzDekor: Dekoreinlagen in Aluminium matt gebürstetArrow down iconMehr anzeigen",AutoCenter Spreitenbach GmbH,"Güterstr. 11, 8957 Spreitenbach",,Geschäft 056 401 50 56
1734007223-141,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=13,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tfsi-multitronic-11958365,AUDI A4 Avant 2.0 TFSI multitronic,"unfallfrei, MFK/Service, AUTOMAT ,Klima, RCD, Navi, Bt-Tel, PDC V /h Tempomat,",CHF 11'900.–,Calendar icon06.2012Car iconKombiRoad icon131'999 kmGas station iconBenzinTransmission iconStufenlosVehicle power icon180 PS (132 kW)Drive type iconVorderradantriebConsumption icon7.3 l/100 kmF,06.2012,131'999 km,Stufenlos,Vorderradantrieb,Kombi,Benzin,180 PS (132 kW),7.3 l/100 km,Ja,05.11.2024,Ja,"Fahrzeug  ist in einem sauberen Zustand (Nicht-Raucher-Fahrzeug) - regelmässig gewartet - Serviceheft lückenlos (letzter Service bei 132'00., Bremsen Scheibe und Beläge Vorne neu ers.","AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen Plätzen8-Stufen-Automat MultitronicAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAlu-Räder 7,5Jx16 7-Arm-DesignAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderArrow down iconMehr anzeigen",Auto Garage shadmann,"Frauenfelderstrasse 13, 8523 Hagenbuch",,Verkauf 079 100 37 10
1734007226-142,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=13,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tfsi-quattro-s-tronic-11498714,AUDI A4 Avant 2.0 TFSI quattro S-tronic,Appel CarPlay ..Frisch ab MFK.Unfallfrei...Service....8 Fach-bereift..12 Mt Garantie..Rückfahrkamera..(( TOP AUSSATTUNG )),CHF 25'900.–,Calendar icon12.2017Car iconKombiRoad icon94'000 kmGas station iconBenzinTransmission iconHalbautomatisches GetriebeVehicle power icon252 PS (185 kW)Drive type iconAllradConsumption icon6.1 l/100 kmE,12.2017,94'000 km,Halbautomatisches Getriebe,Allrad,Kombi,Benzin,252 PS (185 kW),6.1 l/100 km,Ja,08.11.2024,Ja,"Appel CarPlay..Frisch ab MFK.Unfallfrei...Service....8 Fach-bereift..12 Mt Garantie..Rückfahrkamera..(( TOP AUSSATTUNG ))
IVS: 18.12.2017","AusstattungenOptionale AusstattungAblagenpaketAlcantara-/Leder-AusstattungAmbientebeleuchtungArmlehne vorne mit AblagefachAssist: Audi hold assistAssist: RückfahrkameraAudi Smartphone InterfaceAudi connect (3 Jahre)Audi virtual cockpit 12,3''Aussenspiegel rechts und links beheizt, elektrisch verstell- / und einklappbarArrow down iconMehr anzeigen",AUTO  BALTAGI,"Grossrietstrasse 5a, 8606 Nänikon...   (Zürich)",,Mobil 079 411 43 47
1734007228-143,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=13,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tfsi-design-s-tronic-11968093,AUDI A4 Avant 2.0 TFSI Design S-tronic,"TOP ANGEBOT,TOP GEPFLEGT,FRISCH AB MFK,FRISCH AB SERVICE,GARANTIE,EINTAUSCH,FINANZIERUNG,JETZT BESICHTIGEN UND PROBEFAHREN",CHF 19'900.–,Calendar icon07.2017Car iconKombiRoad icon165'500 kmGas station iconBenzinTransmission iconHalbautomatisches GetriebeVehicle power icon252 PS (185 kW)Drive type iconVorderradantriebConsumption icon6.6 l/100 km,07.2017,165'500 km,Halbautomatisches Getriebe,Vorderradantrieb,Kombi,Benzin,252 PS (185 kW),6.6 l/100 km,Ja,06.11.2024,Ja,Tel: 043 810 10 10         Nat: 079 405 56 82    Nat: 079 555 30 11,AusstattungenOptionale Ausstattung3 Speichen-LederlenkradAirbag: Seitenairbags hintenAkustikglasArmlehne vorne mit AblagefachAssist: Audi hold assistAssist: ParklenkassistentAssist: RückfahrkameraAssistenz PaketAdaptive cruise controlAssist: Audi active lane assistVerkehrszeichenerkennung RSIAssistenzpaket StadtAssist: AusstiegswarnungAssist: Einparkhilfe plusAssist: Querverkehrsassistent hintenAssist: RückfahrkameraAudi pre sense basicAudi side assist inkl. pre sense rearAudi Smartphone InterfaceArrow down iconMehr anzeigen,Autopark Langnau AG,"Sihltalstrasse 111, 8135 Langnau am Albis",,Geschäft 043 810 10 10
1734007231-144,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=13,,https://www.autoscout24.ch/de/d/audi-a4-avant-40-tdi-s-line-quattro-s-tronic-11971500,AUDI A4 Avant 40 TDI S line quattro S-tronic,"360 Kamera, Virtualcockpit, MMI Plus Navigation, Sportlenkrad, Sitzheizung, Distanzregler, Verkehrszeichenerkennung, Matrix",CHF 26'790.–,Calendar icon11.2020Car iconKombiRoad icon112'900 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon204 PS (150 kW)Drive type iconAllradConsumption icon5.7 l/100 kmD,11.2020,112'900 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,204 PS (150 kW),5.7 l/100 km,Ja,Nein,Ja,"Herzlich Willkommen bei DS Buchser Automobile

Rösslimattstrasse 46, 5033 Buchs AG

Audi A4 40TDI Avant S-Line Quattro s-tronic

❗️Preis: CHF: 27‘990.—❗️

TOP-CH ...",AusstattungenOptionale AusstattungAdBlue-Tank 8 mit erhöhtem Füllvolumen (24 l)Akustikverglasung für Türscheiben vornAnhängevorrichtungAssist: AnfahrassistentAssist: Audi active lane assist mit kamerabasierter VerkehrszeichenerkennungAssist: Einparkhilfe hintenAssist: Einparkhilfe plusAssist: Geschwindigkeitsregelanlage inklusive GeschwindigkeitsbegrenzerAssist: Kamerabasierte VerkehrszeichenerkennungAssist: Parkassistent mit Einparkhilfe plusArrow down iconMehr anzeigen,DS Buchser Automobile,"Rösslimattstrasse 46, 5033 Buchs AG",,Geschäft 079 227 38 75
1734007233-145,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=13,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tdi-s-tronic-11403091,AUDI A4 Avant 2.0 TDI S-tronic,CH-Auto*Einparkhilfe*Audi Sound System*Tempomat*Multifunktionslenkrad*MMI Navigationssystem Plus*,CHF 14'890.–,Calendar icon10.2016Car iconKombiRoad icon169'555 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon190 PS (140 kW)Drive type iconVorderradantriebConsumption icon4.2 l/100 km,10.2016,169'555 km,Halbautomatisches Getriebe,Vorderradantrieb,Kombi,Diesel,190 PS (140 kW),4.2 l/100 km,Ja,03.11.2023,Ja,"Herzlich willkommen bei Auto Galerie AG

Ihr Interesse an unseren Fahrzeugen freut uns sehr. Einige Erläuterungen zu den wichtigsten Fragen:

Eintausch / Ankauf:

Ihr Fahrzeug tauschen ...","AusstattungenOptionale Ausstattung3 Speichen-LederlenkradAdBlue Behälter mit grösserem VolumenAlu-Räder 5-Parallelspeichen 7,5x17JEinparkhilfeFahrer-Informationssystem mit FarbdisplayInfotainment PaketAudi Sound SystemAudi connectMMI Navigationssystem PlusMedia: Audi Phone BoxMultifunktionslenkradNotrufsystemMedia: Audi Phone BoxNotrufsystemSonnenschutzrollo manuell für die Türscheiben hintenTempomatArrow down iconMehr anzeigen",Auto Galerie AG,"Alte Winterthurerstrasse 11, 8309 Nürensdorf",,Geschäft 044 841 19 00
1734007235-146,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=13,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tdi-sport-quattro-s-tronic-11813530,AUDI A4 Avant 2.0 TDI Sport quattro S-tronic,"Keyless, 360 Kamera, Sonnenrollo, Ambientebeleuchtung, el. Sitze, Sitzheizung, S-Sitze, Sportlenkrad etc.",CHF 23'890.–,Calendar icon07.2017Car iconKombiRoad icon112'800 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon190 PS (140 kW)Drive type iconAllradConsumption icon4.7 l/100 kmB,07.2017,112'800 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,190 PS (140 kW),4.7 l/100 km,Ja,15.02.2024,Ja,"Herzlich Willkommen bei DS Buchser Automobile

Rösslimattstrasse 46, 5033 Buchs AG

Audi A4 2.0 TDI Avant Quattro S-tronic

❗️Preis: CHF: 24‘990.—❗️

TOP-CH Fahrzeug! ...",AusstattungenOptionale AusstattungAblagenpaketAirbag: Seitenairbags hintenAlcantara-/Leder-AusstattungAmbientebeleuchtungArmlehne vorne mit AblagefachAssist: Audi active lane assistAssist: Audi hold assistAssist: Einparkhilfe hintenAssist: Einparkhilfe plusAssist: ParklenkassistentArrow down iconMehr anzeigen,DS Buchser Automobile,"Rösslimattstrasse 46, 5033 Buchs AG",,Geschäft 079 227 38 75
1734007238-147,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=13,,https://www.autoscout24.ch/de/d/audi-a419-12014664,AUDI A4.1.9,,CHF 1'700.–,Calendar icon03.2005Car iconKombiRoad icon295'005 kmGas station iconDieselTransmission iconSchaltgetriebe manuellVehicle power icon-Drive type iconVorderradantriebConsumption icon-,03.2005,295'005 km,Schaltgetriebe manuell,Vorderradantrieb,Kombi,Diesel,-,-,Nein,03.03.2020,Nein,,,El Chab Autohandel,"Vorbuchenstrasse 13, 8303 Bassersdorf",,Geschäft 079 543 41 92
1734007240-148,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=13,,https://www.autoscout24.ch/de/d/audi-a4-cabriolet-18-turbo-12034414,AUDI A4 Cabriolet 1.8 Turbo,,CHF 7'800.–,Calendar icon08.2009Car iconCabrioletRoad icon96'700 kmGas station iconBenzinTransmission iconSchaltgetriebe manuellVehicle power icon163 PS (120 kW)Drive type iconVorderradantriebConsumption icon8.7 l/100 kmG,08.2009,96'700 km,Schaltgetriebe manuell,Vorderradantrieb,Cabriolet,Benzin,163 PS (120 kW),8.7 l/100 km,Ja,15.12.2024,Nein,,AusstattungenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen Plätzen5-Gang-GetriebeAblagenpaketAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag Fahrer und BeifahrerAktive KopfstützenAlu-Räder 7Jx16J 7-Arm-DesignAluminium-ApplikationenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Arrow down iconMehr anzeigen,Forrer Automobile,"Im Dörfli 25, 8706 Meilen",,Geschäft 044 923 09 34
1734007242-149,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=13,,https://www.autoscout24.ch/de/d/audi-a4-30-tfsi-quattro-s-tronic-11688351,AUDI A4 3.0 TFSI quattro S-tronic,Frisch ab MFK / 12 Monate Garantie / Rückfahrkamera / Navigation / Sitzheizung / Leder / PDC / Lane-Assist / Service gepflegt,CHF 19'900.–,Calendar icon07.2013Car iconLimousineRoad icon80'500 kmGas station iconBenzinTransmission iconHalbautomatisches GetriebeVehicle power icon272 PS (200 kW)Drive type iconAllradConsumption icon8.1 l/100 kmG,07.2013,80'500 km,Halbautomatisches Getriebe,Allrad,Limousine,Benzin,272 PS (200 kW),8.1 l/100 km,Ja,25.06.2024,Ja,"FINANZIERUNG / KREDIT / LEASING & EINTAUSCH MÖGLICH



Besten Dank für Ihr Interesse an einem unserer Fahrzeuge. Gerne stehen wir Ihnen für eine unverbindliche Beratung oder eine 
Probefahrt ...",AusstattungenOptionale AusstattungAblagenpaketAdaptive lightAlcantara-/Leder-AusstattungAssist: Audi hold assistAudi Sound SystemAudi active lane assistAudi drive selectAudi side assist inkl. pre sense rearAussenspiegel automatisch abblendbar undDynamiklenkungArrow down iconMehr anzeigen,Garage Halden GmbH,"Giessereistrasse 3, 8620 Wetzikon",,Verkauf 044 884 88 88
1734007247-150,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=12,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tdi-multitronic-11812485,AUDI A4 Avant 2.0 TDI multitronic,"Frisch ab MFK & Service, 8fach bereift, LED Tagfahrlicht, BI-Xenon, Navigation, Tempomat, Bluetooth, BT Audio. Boardcomputer.",CHF 12'899.–,Calendar icon10.2013Car iconKombiRoad icon143'000 kmGas station iconDieselTransmission iconStufenlosVehicle power icon177 PS (130 kW)Drive type iconVorderradantriebConsumption icon4.9 l/100 kmC,10.2013,143'000 km,Stufenlos,Vorderradantrieb,Kombi,Diesel,177 PS (130 kW),4.9 l/100 km,Ja,22.10.2024,Ja,"| QUALITÄT HAT EINEN NAMEN! |
Herzlich willkommen bei der Car-Spot GmbH
___________________________________________
--- BITTE EINEN TERMIN VEREINBAREN ---
| Per Telefon oder im WhatsApp ...","AusstattungenOptionale AusstattungAlu-Räder 7,5Jx17 5-Arm-DesignInfotainment PaketAudi Sound SystemMMI NavigationssystemMedia: Audi music interfaceMedia: Bluetooth-SchnittstelleMultifunktionslenkradLichtpaketMMI NavigationssystemPack Ambition4 Leichtmetallfelgen 17J mit PneuAblagenpaketAluminiumapplikationen TrigonFahrwerk: SportfahrwerkInnenspiegel automatisch abblendbarKlimatisierungsautomatik KomfortLicht- und RegensensorMittelarmlehne vorne, mit aufklappbaremPark Distance Control hintenSport-Lederlenkrad S line imSportsitze vorne mit KreuzstützeTempomatXenon Plus-ScheinwerferScheinwerfer-WaschanlageSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen Plätzen8-Stufen-Automat CVT sequentiellAirbag: Airbag Fahrer und BeifahrerArrow down iconMehr anzeigen",Car-Spot GmbH,"Waldhof 7, 8585 Langrickenbach",,Verkauf 071 411 25 25
1734007249-151,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=12,,https://www.autoscout24.ch/de/d/audi-a4-20-tdi-s-tronic-11993792,AUDI A4 2.0 TDI S-tronic,- CH-FZ aus erster Hand - Frisch ab MFK und Service. - 12 Mt Garantie - 36 Mt kostenloser Service - Sorgfältig gewartet,CHF 22'900.–,Calendar icon11.2015Car iconLimousineRoad icon105'000 kmGas station iconDieselTransmission iconAutomatVehicle power icon190 PS (140 kW)Drive type iconVorderradantriebConsumption icon4.2 l/100 kmA,11.2015,105'000 km,Automat,Vorderradantrieb,Limousine,Diesel,190 PS (140 kW),4.2 l/100 km,Ja,14.11.2024,Ja,,AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderAssist: Bremsassistent (BAS)Audi Garantie: 2 Jahre ohne Kilometerbe-Arrow down iconMehr anzeigen,MyExpert Autos,"Aarauerstrasse 56, 5116 Schinznach Bad",,Geschäft 079 405 43 49
1734007252-152,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=12,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tdi-sport-quattro-s-tronic-11643801,AUDI A4 Avant 2.0 TDI Sport quattro S-tronic,"TOP ANGEBOT,SEHR GEPFLEGT,FRISCH AB MFK,FRISCH AB SERVICE,GARANTIE,EINTAUSCH,FINANZIERUNG,JETZT BEICHTIGEN UND PROBEFAHREN.",CHF 21'900.–,Calendar icon10.2018Car iconKombiRoad icon112'000 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon190 PS (140 kW)Drive type iconAllradConsumption icon4.5 l/100 km,10.2018,112'000 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,190 PS (140 kW),4.5 l/100 km,Ja,07.06.2024,Ja,Tel: 043 810 10 10         Nat: 079 405 56 82,AusstattungenOptionale AusstattungArmlehne vorne mit AblagefachAssist: Einparkhilfe plusAssist: RückfahrkameraAudi Smartphone InterfaceAudi side assist inkl. pre sense rearGarantie: Audi Garantie: 4 Jahre oder 120'000 km (ab 1. Inv.)Getönte Scheiben PrivacyLenkrad: Leder-Multifunktion plus Lenkrad im 3-Speichen-DesignLicht: Fernlicht-AssistentMMI NavigationssystemArrow down iconMehr anzeigen,Autopark Langnau AG,"Sihltalstrasse 111, 8135 Langnau am Albis",,Geschäft 043 810 10 10
1734007254-153,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=12,,https://www.autoscout24.ch/de/d/audi-a4-avant-40-tdi-s-line-quattro-s-tronic-11923376,AUDI A4 Avant 40 TDI S line quattro S-tronic,***CH-FAHRZEUG/S-LINE/HEAD-UP/AHK/LED/TECHNIKPAKET PLUS-8-FACH***,CHF 29'800.–,Calendar icon08.2020Car iconKombiRoad icon115'000 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon190 PS (140 kW)Drive type iconAllradConsumption icon6.8 l/100 kmE,08.2020,115'000 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,190 PS (140 kW),6.8 l/100 km,Ja,Nein,Ja,"__________________________________
SAFRAN-AUTOMOBILE
__________________________________


 ACHTUNG NUR AUF TERMIN VEREINBARUNG

- CH-Fahrzeug
- Sportfahrwerk ...","AusstattungenOptionale AusstattungAblagenpaketAbwahl rollwiderstandsoptimierte Reifen,AdBlue Behälter mit grösserem VolumenAirbag: Seitenairbags hintenAlcantara-/Leder-AusstattungAlu-Räder 8,5J x 19 im 5-Speichen-AmbientebeleuchtungAnhängevorrichtung abschwenkbarArmlehne vorne mit AblagefachAssist: Audi active lane assistArrow down iconMehr anzeigen",Safran Automobile,"Industrieweg 8b, 8735 St. Gallenkappel",,Mobil 078 644 97 77
1734007256-154,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=12,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tdi-s-tronic-11999599,AUDI A4 Avant 2.0 TDI S-tronic,*Ab MFk und Service *Navigationssystem *Multifunktionslenkrad *Tempomat *8-fach bereift *Inklusive 12 Monate Garantie.,CHF 13'900.–,Calendar icon07.2017Car iconKombiRoad icon171'000 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon150 PS (110 kW)Drive type iconVorderradantriebConsumption icon4.2 l/100 kmA,07.2017,171'000 km,Halbautomatisches Getriebe,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),4.2 l/100 km,Ja,Nein,Ja,"*Ab MFk und Service 
*Navigationssystem 
*Park Distance Control hinten
*Multifunktionslenkrad 
*Tempomat 
*8-fach bereift 
*Inklusive 12 Monate Garantie.",AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenAblagen in den TürenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderAssist: Bremsassistent (BAS)Arrow down iconMehr anzeigen,Auto Garmian,"Riedackerstrasse 17, 8153 Rümlang (Zürich)",,Geschäft 078 645 55 55
1734007260-155,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=12,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tfsi-quattro-s-tronic-12018248,AUDI A4 Avant 2.0 TFSI quattro S-tronic,Klein schaden vorne links fahrbar Automat Getriebe Klimaanlage 4x4 Alufelgen sonst in gutem Zustand,CHF 3'999.–,Calendar icon10.2009Car iconKombiRoad icon310'467 kmGas station iconBenzinTransmission iconHalbautomatisches GetriebeVehicle power icon211 PS (155 kW)Drive type iconAllradConsumption icon7.6 l/100 kmG,10.2009,310'467 km,Halbautomatisches Getriebe,Allrad,Kombi,Benzin,211 PS (155 kW),7.6 l/100 km,Nein,28.09.2021,Nein,Klein schaden vorne links Automat Getriebe Klimaanlage Alufelgen 4x4 fahrbar in gutem Zustand,"AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3 Speichen-Sportlenkrad3-Punkt-Sicherheitsgurte auf allen PlätzenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAllradantrieb permanentAlu-Räder 7,5Jx17 7-Arm-DesignAlu-Räder 7,5Jx17 im 7-Arm-DesignAntiblockiersystem (ABS)Arrow down iconMehr anzeigen",Auto I.A.S,"industrie str 6, 8604 Volketswil",,Geschäft 079 403 20 37
